"Магістр"," 8.04010601","Екологія та охорона навколишнього середовища","76027","Написання наукових публікацій","Вибіркові навчальні дисципліни","6","2","Весняний семестр","",
"Магістр"," 8.04010601","Екологія та охорона навколишнього середовища","76164","Навчальний семінар з актуальних проблем екології (на вибір)","Вибіркові навчальні дисципліни","2","2","Осінній семестр","",
"Бакалавр","6.040101","Хімія","76044","Комп`ютерні технології в хімії","Вибіркові навчальні дисципліни","4.5","3","Осінній семестр","",
"Магістр"," 8.04010213","Лабораторна діагностика біологічних систем","76147","Сучасні методи аналітичної хімії у лабораторній діагностиці","Вибіркові навчальні дисципліни","2","2","Осінній семестр","",
"Магістр"," 8.04010213","Лабораторна діагностика біологічних систем","75882","Фізичні методи діагностики біологічних систем","Вибіркові навчальні дисципліни","3","2","Осінній семестр","",
"Магістр"," 8.03030101","Журналістика","75963","Охорона праці в галузі (МШЖ)","Нормативні навчальні дисципліни та практика","1","1","Додатковий період весняного семестру","",
"Магістр"," 8.04010213","Лабораторна діагностика біологічних систем","76127","Клінічна біохімія","Нормативні навчальні дисципліни та практика","4","1","Осінній семестр","",
"Магістр"," 8.04010213","Лабораторна діагностика біологічних систем","76195","Біоетика та біобезпека","Нормативні навчальні дисципліни та практика","3","1","Додатковий період весняного семестру","",
"Магістр"," 8.04010213","Лабораторна діагностика біологічних систем","76213","Практика науково-дослідна","Нормативні навчальні дисципліни та практика","6","1","Додатковий період весняного семестру","",
"Магістр"," 8.04010213","Лабораторна діагностика біологічних систем","76041","Науково-дослідний семінар","Нормативні навчальні дисципліни та практика","2","2","Осінній семестр","",
"Магістр"," 8.04010213","Лабораторна діагностика біологічних систем","75993","Принципи сучасної лабораторної діагностики","Вибіркові навчальні дисципліни","3","1","Осінній семестр","",
"Магістр"," 8.04010213","Лабораторна діагностика біологічних систем","75846","Клітинні технології в трансплантації","Вибіркові навчальні дисципліни","4","1","Весняний семестр","",
"Магістр"," 8.04010213","Лабораторна діагностика біологічних систем","75817","Основи належної лабораторної і виробничої практики (GLP і GMP)","Вибіркові навчальні дисципліни","2","1","Додатковий період весняного семестру","",
"Магістр"," 8.04010213","Лабораторна діагностика біологічних систем","76128","Сучасні методи мікроскопічних досліджень","Вибіркові навчальні дисципліни","2","1","Додатковий період весняного семестру","",
"Магістр"," 8.04010213","Лабораторна діагностика біологічних систем","76041","Науково-дослідний семінар","Нормативні навчальні дисципліни та практика","2.5","2","Весняний семестр","",
"Магістр"," 8.04010213","Лабораторна діагностика біологічних систем","76059","Біологічні основи лабораторної практики","Нормативні навчальні дисципліни та практика","3","1","Осінній семестр","",
"Магістр"," 8.04010601","Екологія та охорона навколишнього середовища","76313","Відновлення та збереження водних екосистем","Вибіркові навчальні дисципліни","4","2","Осінній семестр","",
"Магістр"," 8.04010601","Екологія та охорона навколишнього середовища","75849","ГІС для екології","Вибіркові навчальні дисципліни","6","2","Весняний семестр","",
"Магістр"," 8.04010601","Екологія та охорона навколишнього середовища","76174","Екологічне моделювання","Вибіркові навчальні дисципліни","8","2","Осінній семестр","",
"Магістр"," 8.04010601","Екологія та охорона навколишнього середовища","75877","Екологія мікроорганізмів","Вибіркові навчальні дисципліни","4","2","Весняний семестр","",
"Магістр"," 8.04010601","Екологія та охорона навколишнього середовища","76071","Основи грунтознавства","Вибіркові навчальні дисципліни","6","2","Осінній семестр","",
"Магістр"," 8.04010601","Екологія та охорона навколишнього середовища","75931","Екологія рослин в аспекті глобальних змін клімату","Вибіркові навчальні дисципліни","6","2","Весняний семестр","",
"Магістр"," 8.13010201","Соціальна робота","90138","Теорії соціальної роботи","Вибіркові навчальні дисципліни","4","1","Весняний семестр","",
"Магістр"," 8.13010201","Соціальна робота","90139","Вступ до соціальної роботи","Вибіркові навчальні дисципліни","3","1","Осінній семестр","",
"Магістр"," 8.13010201","Соціальна робота","90140","Практика навчальна","Нормативні навчальні дисципліни та практика","2.5","1","Осінній семестр","Існуюча система надання послуг та аналіз діяльності організацій, які займаються соціальною роботою в м. Києві. Студенти відпрацьовують конкретні навички і методи соціальної роботи.",
"Магістр"," 8.13010201","Соціальна робота","90141","Правове регулювання соціальних відносин","Нормативні навчальні дисципліни та практика","3","1","Осінній семестр","Принципи правового регулювання соціальних відносин. Законодавче забезпечення соціальних відносин.",
"Магістр"," 8.13010201","Соціальна робота","90142","Практика виробнича","Нормативні навчальні дисципліни та практика","3.5","1","Весняний семестр","Мета – закріпити і поглибити  теоретичні знання з правничих дисциплін, опанувати конкретні напрямки практичної діяльності судових і правоохоронних органів, адвокатури, органів державної і місцевої влади та самоврядування, а також юридичних фірм (контор, відділів).",
"Магістр"," 8.13010201","Соціальна робота","90142","Практика виробнича","Нормативні навчальні дисципліни та практика","3.5","1","Додатковий період весняного семестру","Мета – закріпити і поглибити  теоретичні знання з правничих дисциплін, опанувати конкретні напрямки практичної діяльності судових і правоохоронних органів, адвокатури, органів державної і місцевої влади та самоврядування, а також юридичних фірм (контор, відділів).",
"Магістр"," 8.13010201","Соціальна робота","90143","Основи соціальної політики","Вибіркові навчальні дисципліни","2.5","1","Осінній семестр","Основні поняття соціальної політики. Моделі соціального захисту, передумови та чинники формування соціальної політики. Інструменти, документальна база соціальної політики. Інституції, які займаються розробкою та впровадженням соціальної політики. Джерела фінансування соціальної сфери.",
"Магістр"," 8.13010201","Соціальна робота","90144","Комп`ютерні технології аналізу даних в соціологічних дослідженнях","Вибіркові навчальні дисципліни","2.5","1","Додатковий період весняного семестру","",
"Магістр"," 8.13010201","Соціальна робота","90145","Методи соціальної роботи","Вибіркові навчальні дисципліни","2.5","1","Додатковий період весняного семестру","Основні форми та методи, які використовують соціальні працівники у роботі з клієнтами. Особливості індивідуальної, групової праці, роботи в громаді, а також групового догляду. Аспекти представництва інтересів та підтримка користувачів соціальних послуг.",
"Магістр"," 8.13010201","Соціальна робота","90146","Актуальні проблеми соціальної сфери","Вибіркові навчальні дисципліни","2.5","1","Весняний семестр","Розглядаються та аналізуються актуальні проблеми соціальної роботи й соціальної політики як теоретико-методологічного, методичного, так і емпіричного характеру.",
"Магістр"," 8.13010201","Соціальна робота","90147","Психологія і технологія посередництва в конфлікті","Вибіркові навчальні дисципліни","2.5","1","Додатковий період весняного семестру","",
"Магістр"," 8.13010201","Соціальна робота","90148","Практична психологія","Вибіркові навчальні дисципліни","2.5","1","Весняний семестр","Основні форми психологічної роботи в різних сферах виробничої діяльності: вивчення, діагностика і прогнозування розвитку людських стосунків, формування груп та організацій, підбір і призначення на посади кадрів, проблеми навчання та перенавчання з метою інтенсифікації виробничого процесу, термінова корекція діяльності тощо.",
"Магістр"," 8.13010201","Соціальна робота","90149","Комп`ютерні технології","Нормативні навчальні дисципліни та практика","3","1","Осінній семестр","Курс складається з двох частин: загальнотеоретичної та практичної. У загальнотеоретичній частині розглядаються основні поняття інформатики і комп’ютерних технологій, а також можливості застосування інформаційних технологій у роботі соціального працівника. Практична частина передбачає вивчення персональних комп’ютерів типу ІBM PC, методів і прийомів їхнього використання, знайомство із відповідним програмним забезпеченням, а саме: операційною системою Wіndows, текстовим процесором MS Word, електронними таблицями MS Excel, програмами для роботи в Іnternet та листування, пошуковими системами.",
"Магістр"," 8.13010201","Соціальна робота","90150","Інформаційне забезпечення соціальної сфери","Вибіркові навчальні дисципліни","2.5","1","Додатковий період весняного семестру","Складові інформаційного забезпечення соціальної служби. Форми та методи інформаційної роботи. Інформаційні технології в соціальній службі, використання баз даних. Лобіювання інтересів соціально вразливих груп. Реклама та промоушн (просування) соціальних послуг. Освітньо-роз’яснювальна робота. Формування іміджу, запобігання стигматизації в інформаційних матеріалах. Особливості роботи інформаційних та інформаційно-консультативних центрів із соціальних питань.",
"Магістр"," 8.13010201","Соціальна робота","90151","Сучасні психологічні методи вивчення особистості","Вибіркові навчальні дисципліни","3","1","Осінній семестр","Студенти вчаться оцінювати основні психологічні якості (свої та інших людей), опановують методи психодіагностики пізнавальних процесів, здібностей, темпераменту, характеру і потреб людини, знайомляться з можливостями психотерапії і психологічного консультування, психобіографічним методом діагностики та корекції життєвого шляху особистості.",
"Магістр"," 8.13010201","Соціальна робота","90152","Технологія проведення тренінгу","Вибіркові навчальні дисципліни","3","1","Осінній семестр","Загальні технології проведення тренінгів. Різноманітні моделі тренінгових форм роботи й особливості їхнього проведення. Теоретичне підґрунтя, основні закономірності побудови тренінгів і набору технік.",
"Магістр"," 8.13010201","Соціальна робота","90153","Психологічне консультування","Вибіркові навчальні дисципліни","4.5","1","Весняний семестр","Курс охоплює загальні теоретичні положення і концепції практики психологічної допомоги основних сучасних психотерапевтичних напрямків.",
"Магістр"," 8.13010201","Соціальна робота","90154","Соціальне проектування","Вибіркові навчальні дисципліни","3","1","Весняний семестр","Здійснюється ознайомлення з методами оцінювання соціальних проектів. Студенти відпрацьовують навички застосування сучасних концепцій фандрейзингу та практичного менеджменту.",
"Спеціаліст"," 7.03040101","Правознавство","91344","Міжнародні бізнесові трансакції","Вибіркові навчальні дисципліни","3.5","1","Осінній семестр"," Міжнародні бізнесові трансакції (International  Business Transactions):

This course aims at providing an understanding of the main legal issues and problems a company faces when doing business across national borders.  It will introduce the different types and techniques of cross-border business transactions and examine the legal framework that governs them. The course will notably address the legal regime of international sales contracts with particular emphasis on relevant international conventions, legal aspects of foreign direct investment transactions, multilateral regulatory schemes of international business like the WTO as well as options for the settlement of international disputes (litigation and arbitration).

",
"Спеціаліст"," 7.03040101","Правознавство","91345","Валютне регулювання і валютний контроль","Вибіркові навчальні дисципліни","3","1","Осінній семестр","",
"Спеціаліст"," 7.03040101","Правознавство","91347","Теоретико-правові проблеми резервної системи України","Вибіркові навчальні дисципліни","3","1","Осінній семестр","Розглядаються теоретико-правові засади створення та функціонування резервної системи країни. Окрема увага приділяється резервам банківської сфери як елементам системи страхування (захисту) вкладів фізичних осіб і депозитів суб’єктів господарювання. Слухачам пропонується дослідити правову природу фондів грошових коштів банківської системи України.",
"Спеціаліст"," 7.03040101","Правознавство","91349","Право соціального забезпечення","Вибіркові навчальні дисципліни","5","1","Осінній семестр","Право соціального забезпечення включає широку, внутрішньо узгоджену сукупність правових норм, що регулюють відносини у питанні соціального захисту громадян.",
"Спеціаліст"," 7.03040101","Правознавство","91350","Гостьовий курс-1","Вибіркові навчальні дисципліни","2","1","Осінній семестр","Читають провідні фахівці. Тематика й обсяг цих курсів визначаються, коли є відповідні пропозиції від викладачів.",
"Спеціаліст"," 7.03040101","Правознавство","91351","Право Європейського Союзу","Вибіркові навчальні дисципліни","5","1","Осінній семестр","Основи права Європейського Союзу, історія його виникнення і розвитку, інститутів ЄС, джерел права. Окремо зосереджується увага на питаннях функціонування внутрішнього ринку ЄС.",
"Спеціаліст"," 7.03040101","Правознавство","91352","Проблеми конституційного права України","Вибіркові навчальні дисципліни","3.5","1","Осінній семестр","Теоретична дисципліна, яка передбачає ознайомлення студентів із проблемами теорії і практики конституційного права, становлення і розвитку конституціоналізму і парламентаризму, важливих конституційно-правових інститутів: суверенітету, державної влади. Розглядаються поняття і зміст конституції, підстави і порядок її прийняття та змін до неї, реалізація і правова охорона; конституційна законність і відповідальність; інтерпретація конституційних норм; конституційно-правові проблеми, зумовлені проведенням політичної, конституційної, адміністративної, судової реформ.",
"Спеціаліст"," 7.03040101","Правознавство","91353","Право інтелектуальної власності","Вибіркові навчальні дисципліни","5","1","Осінній семестр","Інтелектуальна власність як галузь права – це сукупність правових норм, що регулюють на основі юридичної рівності сторін суспільні відносини, які виникають у зв’язку із набуттям, здійсненням і захистом прав на об’єкти інтелектуальної власності. Інтелектуальна діяльність – невід’ємна складова культурного й економічного розвитку суспільства кожної країни, активізації торгівлі та глобалізації міжнародного торговельного простору. Тож вивчення даного курсу, зокрема таких важливих інститутів, як авторське право та суміжні права, право промислової власності, є необхідною складовою на шляху до опанування юридичною наукою.",
"Спеціаліст"," 7.03040101","Правознавство","91355","Конституційний процес","Вибіркові навчальні дисципліни","3.5","1","Весняний семестр","Ознайомлення з інститутом конституційної юстиції: поняттям і змістом предмету конституційного процесу як галузі права і науки; історією становлення та розвитку спеціалізованих органів судового конституційного контролю; реалізацією і механізмом правової охорони Конституції; захистом основних прав і свобод людини і громадянина; формами й видами конституційного контролю; тлумаченням норм права, порядком створення, складом, компетенцією; поняттям і принципами конституційного судочинства, процедурою розгляду справ органами конституційної юрисдикції, особливостями провадження по окремим категоріям справ.",
"Спеціаліст"," 7.03040101","Правознавство","91356","Правове регулювання зовнішньоекономічної діяльності","Вибіркові навчальні дисципліни","3","1","Весняний семестр","Правовідносини у сфері зовнішньоекономічної діяльності. Правовий статус суб’єктів зовнішньоекономічної діяльності. Порядок укладення, виконання та забезпечення виконання зовнішньоекономічних договорів. Правові основи захисту прав і законних інтересів учасників зовнішньоекономічної діяльності.",
"Спеціаліст"," 7.03040101","Правознавство","91357","Професійна відповідальність правника","Вибіркові навчальні дисципліни","2","1","Осінній семестр","Основні засади професійної відповідальності правника. Специфічні норми адвокатської, суддівської, прокурорської професійної етики тощо. Виклад побудовано на методах Сократа і компаративістики й передбачає знайомство із засадами професійної відповідальності правників у країнах Європи, Англії та Америки.",
"Спеціаліст"," 7.03040101","Правознавство","91358","Міжнародний комерційний арбітраж","Вибіркові навчальні дисципліни","4","1","Весняний семестр","Професійно-орієнтована дисципліна покликана дати наукові знання про діяльність міжнародного комерційного суду як органу розв’язання міжнародних ділових спорів. Передбачається вивчення переваг і недоліків міжнародного комерційного арбітражу, відмінностей між арбітражем і судовим процесом, різних форм альтернативного вирішення спорів, арбітражних угод і форм арбітражу, впровадження міжнародних стандартів у міжнародному комерційному арбітражі, процедури міжнародного арбітражу, законодавства, що регулює арбітражний процес.",
"Спеціаліст"," 7.03040101","Правознавство","91359","Оподаткування окремих транзакцій","Вибіркові навчальні дисципліни","3","1","Осінній семестр","",
"Спеціаліст"," 7.03040101","Правознавство","91360","Бухгалтерський облік і судово-бухгалтерська експертиза","Вибіркові навчальні дисципліни","3.5","1","Весняний семестр","",
"Спеціаліст"," 7.03040101","Правознавство","91361","Міжнародне інвестиційне право та міжнародні механізми захисту інвестицій","Вибіркові навчальні дисципліни","2.5","1","Весняний семестр","",
"Спеціаліст"," 7.03040101","Правознавство","91362","Переговори та медіація","Вибіркові навчальні дисципліни","3.5","1","Осінній семестр","Практичний курс присвячено вивченню основних складових елементів переговорів, підготовки до них, стилів і прийомів проведення, а також правил проведення різних стадій переговорів. Вивчаються особливості ведення переговорів, в яких беруть участь представники різних країн і культурних традицій. Окремою частиною курсу є знайомство з медіацією та визначенням ролі медіатора, вивчення правил ведення медіації. Студенти здобувають і закріплюють практичні навички ведення переговорів та медіації.",
"Спеціаліст"," 7.03040101","Правознавство","91363","Страхове право","Вибіркові навчальні дисципліни","2.5","1","Весняний семестр","Страхове право – це сукупність загальноприйнятих правил (норм) поведінки страхувальників, страховиків та їхніх посередників, визначених державою i закріплених у законах i підзаконних актах, що стосуються страхової дiяльностi. Вивчаються правові основи організації та регулювання страхової діяльності в Україні; суб’єкти страхового ринку; особливості окремих видів страхування; актуальні проблеми договору страхування. Окремо здійснюється порівняльний аналіз регулювання правових відносин у сфері страхування в Україні та за кордоном, зокрема в Європейському Союзі.",
"Спеціаліст"," 7.03040101","Правознавство","91364","Право міжнародних договорів","Вибіркові навчальні дисципліни","3.5","1","Весняний семестр","Правова регламентація процесу укладання, застосування та припинення дії міжнародних договорів між суб’єктами сучасного міжнародного права. Особливості сучасної договірної практики. Мета курсу – прищепити студентам навички самостійного аналізу та вміння застосовувати набуті теоретичні знання на практиці.",
"Спеціаліст"," 7.03040101","Правознавство","91365","Навчальні судові процеси","Вибіркові навчальні дисципліни","2.5","1","Осінній семестр","",
"Спеціаліст"," 7.03040101","Правознавство","91365","Навчальні судові процеси","Вибіркові навчальні дисципліни","2","1","Весняний семестр","",
"Спеціаліст"," 7.03040101","Правознавство","91366","Мова права","Вибіркові навчальні дисципліни","4.5","1","Осінній семестр"," Головне завдання курсу - дати цілісне наукове уявлення про мову права, її специфіку, стильові різновиди,сформувати вміння і навички роботи над юридичними текстами. Студентам пропонуються різні види практичних завдань: укладання документів; переклад і редагування текстів; написання ессе; ситуативні і творчі завдання з метою вдосконалення навичок професійної комунікації.",
"Спеціаліст"," 7.03040101","Правознавство","91367","Правове регулювання державної служби","Вибіркові навчальні дисципліни","3.5","1","Осінній семестр","Курс висвітлює засади державної служби. Особливості правового статусу державних службовців.",
"Спеціаліст"," 7.03040101","Правознавство","91368","Європейське адміністративне право","Вибіркові навчальні дисципліни","2.5","1","Осінній семестр","",
"Спеціаліст"," 7.03040101","Правознавство","91369","Проблеми адміністративного права","Вибіркові навчальні дисципліни","3","1","Весняний семестр","Поглиблене вивчення сутності та змісту трансформаційних процесів, що відбуваються у сфері державного управління й охоплюють реформування структур виконавчої влади, місцевого самоврядування, державної та муніципальної служби, територіального устрою України. Актуальність курсу визначається ключовою позицією нової стратегії, яка полягає у суттєвому посиленні дієздатності держави через поглиблення адміністративної реформи. Проведення реформи – це питання, що посідає чільне місце у державній політиці сучасного періоду й важливе у подальшому розвитку адміністративного права.",
"Спеціаліст"," 7.03040101","Правознавство","91370","Застосування правового прецеденту","Вибіркові навчальні дисципліни","3","1","Весняний семестр","",
"Спеціаліст"," 7.03040101","Правознавство","91371","Правове  регулювання банкрутства","Вибіркові навчальні дисципліни","3.5","1","Весняний семестр","",
"Спеціаліст"," 7.03040101","Правознавство","91372","Митне право","Вибіркові навчальні дисципліни","3.5","1","Осінній семестр","      Митне право як система правових норм, призначених для регулювання суспільних відносин, пов'язаних з переміщенням товарів і послуг через митний кордон України, митним контролем та іншими засобами проведення митної політики в Україні.",
"Спеціаліст"," 7.03040101","Правознавство","91374","Правове регулювання операцій з нерухомістю","Вибіркові навчальні дисципліни","3.5","1","Осінній семестр","Різноманітні операції з нерухомістю. Основні проблеми законодавчого регулювання ринку нерухомості в Україні. Негативні наслідки, що виникають або можуть виникнути під час практичного застосування, та конкретні пропозиції щодо можливих шляхів вдосконалення Законодавства.",
"Спеціаліст"," 7.03040101","Правознавство","91375","Адвокатська діяльність","Вибіркові навчальні дисципліни","3.5","1","Весняний семестр","  Навчальний курс ""Адвокатська діяльність"" має на меті отримання знань з історії адвокатури,основ правового регулювання адвокатури та адвокатської діяльності, інформації про зміст професійних прав і обовґ2язків адвоката, процесуальні та інші правові способи їх реалізації. Ознайомлення студентів з питаннями етики відносин з клієнтами, представниками правоохоронних органів та інших установ, гонорарної політики, формування публічного професійного іміджу адвоката, організаціно-технічного супроводження його діяльності забезпечує практичне спрямування навчальної дисципліни. Засвоєння студентами пропонованого курсу сприятиме створенню загального уявлення з широкого кола питань адвокатської практики.",
